,imdbId,Imdb Link,Title,IMDB Score,Genre,Poster,IMDb_ID
1598,119891,http://www.imdb.com/title/tt119891,Phantoms (1998),5.4,Horror|Sci-Fi|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTM2ZmEwZTEtOGI4OC00NDJlLWFhYWUtNGIyMDU5NGE5OTE4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1599
1600,120529,http://www.imdb.com/title/tt120529,Wonderland (1997),7.2,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BODNkZTBhZmUtNWIzYy00MTg4LWEwNGQtN2VlNDQyOTY2NmY1XkEyXkFqcGdeQXVyMzIzODM1NQ@@._V1_UY268_CR147,0,182,268_AL_.jpg",tt1601
1601,119535,http://www.imdb.com/title/tt119535,A Life Less Ordinary (1997),6.4,Comedy|Crime|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyMTEzOTMxNF5BMl5BanBnXkFtZTYwNzYxMjE5._V1_UX182_CR0,0,182,268_AL_.jpg",tt1602
1602,119338,http://www.imdb.com/title/tt119338,Hurricane Streets (1997),6.5,Crime|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5MTg5MjU3N15BMl5BanBnXkFtZTYwODEzMjY5._V1_UX182_CR0,0,182,268_AL_.jpg",tt1603
1603,119080,http://www.imdb.com/title/tt119080,Eve's Bayou (1997),7.3,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4ODA3OTMyNV5BMl5BanBnXkFtZTcwMDczNzcxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",tt1604
1604,119210,http://www.imdb.com/title/tt119210,Switchback (1997),6.4,Crime|Mystery|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjk0ZGMxZmEtMTk1OC00Y2JkLTlhMzQtM2M0ZTVmZGQzNTM1XkEyXkFqcGdeQXVyNTgzMzU5MDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1605
1606,83131,http://www.imdb.com/title/tt83131,Stripes (1981),6.9,Action|Comedy|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3NzU2NjYyNF5BMl5BanBnXkFtZTgwMjg1MzQxMDE@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1607
1608,118689,http://www.imdb.com/title/tt118689,Bean (1997),6.4,Adventure|Comedy|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjU2YzY5NDEtM2M3NC00NGM0LTg3MmItNWQ1OWY2ZmNkZTU0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1609
1611,119832,http://www.imdb.com/title/tt119832,One Night Stand (1997),5.9,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxOTQwNDcwM15BMl5BanBnXkFtZTcwMzgzOTMyMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg",tt1612
1612,120275,http://www.imdb.com/title/tt120275,The Tango Lesson (1997),6.8,Drama|Music|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5ODk3MzE3NV5BMl5BanBnXkFtZTcwMTAyNDMzMQ@@._V1_UY268_CR5,0,182,268_AL_.jpg",tt1613
1613,120490,http://www.imdb.com/title/tt120490,Welcome to Sarajevo (1997),6.9,Drama|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwNzE5NDgzMF5BMl5BanBnXkFtZTcwNTc4MTUyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",tt1614
1614,119527,http://www.imdb.com/title/tt119527,Deceiver (1997),6.7,Crime|Drama|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjAyNDk2NDU2NF5BMl5BanBnXkFtZTcwMjYwMjYxMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",tt1615
1615,119978,http://www.imdb.com/title/tt119978,The Rainmaker (1997),7.1,Crime|Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjdlMjI2ZjgtN2ViOS00ZmI0LWE0ZTMtZjg1ZjczYWYzOGZjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1616
1616,118749,http://www.imdb.com/title/tt118749,Boogie Nights (1997),7.9,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjMzNzkwNjEyOF5BMl5BanBnXkFtZTgwOTY3Njc3NjE@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1617
1617,90329,http://www.imdb.com/title/tt90329,Witness (1985),7.4,Crime|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWQzYmM5OGYtMDJlOC00M2RlLThhYzgtNjZiOWYxNjlhMDJmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1618
1619,120201,http://www.imdb.com/title/tt120201,Starship Troopers (1997),7.2,Action|Adventure|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BNThlOTFhOGEtZjE2NC00MzMzLThkYWItZjlkNWNlMDAzMGZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR7,0,182,268_AL_.jpg",tt1620
1620,118901,http://www.imdb.com/title/tt118901,Critical Care (1997),6.0,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4MjUyMzA5OF5BMl5BanBnXkFtZTcwNTk5OTcxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",tt1621
1622,118836,http://www.imdb.com/title/tt118836,Chairman of the Board (1998),2.3,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjUxMDAyMzUyNV5BMl5BanBnXkFtZTcwNDE4MTMyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",tt1623
1623,120148,http://www.imdb.com/title/tt120148,Sliding Doors (1998),6.8,Comedy|Drama|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjU3YzkzNzItNjc5Mi00ZTg3LWFlYmYtYTc4OGYwODA3OTY5XkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1624
1624,119707,http://www.imdb.com/title/tt119707,Mortal Kombat: Annihilation (1997),3.7,Action|Adventure|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjdmZTU3MWMtZTU4ZC00NjYzLTk1NzAtODc2ZDY0ZWNhYWEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1625
1625,120382,http://www.imdb.com/title/tt120382,The Truman Show (1998),8.1,Comedy|Drama|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDIzODcyY2EtMmY2MC00ZWVlLTgwMzAtMjQwOWUyNmJjNTYyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1626
1626,120520,http://www.imdb.com/title/tt120520,The Wings of the Dove (1997),7.2,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGY5ZmZiOTgtMWEzYS00NmNkLTk2MTUtNTg3YjliNDg0NmUzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1627
1627,119723,http://www.imdb.com/title/tt119723,Mrs Dalloway (1997),6.9,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjkzNjk3OTkwNl5BMl5BanBnXkFtZTcwMDAxMjIyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",tt1628
1628,116592,http://www.imdb.com/title/tt116592,"I Love You, I Love You Not (1996)",5.5,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1ODY5MTYwMF5BMl5BanBnXkFtZTcwMzU3MjkxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",tt1629
1629,119994,http://www.imdb.com/title/tt119994,Red Corner (1997),6.2,Crime|Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzE0MjU5NzQxNV5BMl5BanBnXkFtZTcwMzQzNzU2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1630
1630,119395,http://www.imdb.com/title/tt119395,The Jackal (1997),6.3,Action|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzcyMjk4NzUzMF5BMl5BanBnXkFtZTcwNjMzOTI1MQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",tt1631
1632,120483,http://www.imdb.com/title/tt120483,The Man Who Knew Too Little (1997),6.6,Action|Comedy|Crime,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3NDM1OTkwNl5BMl5BanBnXkFtZTcwMTA0MzYxMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",tt1633
1633,118583,http://www.imdb.com/title/tt118583,Alien: Resurrection (1997),6.3,Action|Horror|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2YxYmFjYWMtMzBmMC00MTVmLThhMjUtYWU5Yzg2OGQwZjE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1634
1635,118607,http://www.imdb.com/title/tt118607,Amistad (1997),7.2,Drama|History,"https://images-na.ssl-images-amazon.com/images/M/MV5BODFmYjRmMmItMzA1OS00YTJmLTlmZTItYzI4NjAzNzMzYjc5XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1636
1636,118632,http://www.imdb.com/title/tt118632,The Apostle (1997),7.2,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNGRkMDZlNGUtMzVmMC00Y2UyLTg0YTYtMjAzZmQ2NmQyNjg1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UY268_CR0,0,182,268_AL_.jpg",tt1637
1637,123385,http://www.imdb.com/title/tt123385,Artemisia (1997),6.8,Biography|Drama|History,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzgyMjg3MjE2MF5BMl5BanBnXkFtZTYwNDE1OTM5._V1_UY268_CR2,0,182,268_AL_.jpg",tt1638
1638,118698,http://www.imdb.com/title/tt118698,Bent (1997),7.3,Drama|History|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzMDE0MTI3MV5BMl5BanBnXkFtZTcwNjE5MjgxMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",tt1639
1639,109266,http://www.imdb.com/title/tt109266,Bang (1995),6.4,Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMDc5ODc2OF5BMl5BanBnXkFtZTcwMDE0MjkzMQ@@._V1_UY268_CR5,0,182,268_AL_.jpg",tt1640
1640,118764,http://www.imdb.com/title/tt118764,Les Boys (1997),6.6,Comedy|Drama|Sport,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1MzAwMTYwNl5BMl5BanBnXkFtZTcwMjI1NzgxMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",tt1641
1641,118804,http://www.imdb.com/title/tt118804,The Butcher Boy (1997),7.2,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzA3NTM3OTM5N15BMl5BanBnXkFtZTcwMjAyMDE0MQ@@._V1_UY268_CR14,0,182,268_AL_.jpg",tt1642
1642,118954,http://www.imdb.com/title/tt118954,Deconstructing Harry (1997),7.4,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5MTU1MjA0N15BMl5BanBnXkFtZTcwMzA5NDMyMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg",tt1643
1643,119137,http://www.imdb.com/title/tt119137,Flubber (1997),5.2,Comedy|Family|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDlkOTA0OTUtOThmMi00NTMyLTg0NDgtZWZiYmRjZWI4MDY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1644
1644,119142,http://www.imdb.com/title/tt119142,For Richer or Poorer (1997),5.7,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGU0ODhmODEtZTJlOC00YjA3LThhYWItZjQ0Mzk3NDNhNzIwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR7,0,182,268_AL_.jpg",tt1645
1645,119217,http://www.imdb.com/title/tt119217,Good Will Hunting (1997),8.3,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1646
1647,116490,http://www.imdb.com/title/tt116490,Tar (1997),5.5,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2NTkyOTM2NF5BMl5BanBnXkFtZTcwOTg3MDUyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1648
1648,119303,http://www.imdb.com/title/tt119303,Home Alone 3 (1997),4.3,Comedy|Crime|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTJhYjVhOWMtYTUyOS00NWM0LThjNzYtZWYxOTkwN2FhODg2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1649
1650,130073,http://www.imdb.com/title/tt130073,Legal Deceit (1997),3.7,Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjY3NDc5NWYtYzM3ZC00NjRjLWIyOGMtZTNkZmNjNTVjYmU3XkEyXkFqcGdeQXVyNDY2NzgwOTE@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1651
1651,116976,http://www.imdb.com/title/tt116976,Man of Her Dreams (1997),5.2,Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NTM3NzY5NF5BMl5BanBnXkFtZTgwNDY4ODk1MDE@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1652
1653,119715,http://www.imdb.com/title/tt119715,Mousehunt (1997),6.4,Comedy|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzE0NTRhZWQtZmE5OS00NTI5LWJhMzMtMGU4MzE4MmRlZDE0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1654
1654,117167,http://www.imdb.com/title/tt117167,Never Met Picasso (1996),6.1,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BODgwMDYwMjUzOF5BMl5BanBnXkFtZTcwODM1MDQyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",tt1655
1656,119845,http://www.imdb.com/title/tt119845,"Other Voices, Other Rooms (1995)",6.3,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BODg5MGE2ZWYtYzczNC00OWIzLTg0NDYtMGY3ZTUwYzYwZjI1XkEyXkFqcGdeQXVyNjY5NDgyMTE@._V1_UY268_CR2,0,182,268_AL_.jpg",tt1657
1657,120082,http://www.imdb.com/title/tt120082,Scream 2 (1997),6.1,Horror|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDNlM2E2OTUtZTRhZi00ZDU1LWIxODAtN2E5OGZiNmIwMDIwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1658
1658,120222,http://www.imdb.com/title/tt120222,Stranger in the House (1997),5.5,Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1MTg1NDE1OF5BMl5BanBnXkFtZTcwNzA2OTQxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1659
1659,120255,http://www.imdb.com/title/tt120255,The Sweet Hereafter (1997),7.7,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTYxYzhlMTItOWQwNC00ZjFmLWFiYzMtNzQ2M2NjN2E3YmIxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR1,0,182,268_AL_.jpg",tt1660
1660,128755,http://www.imdb.com/title/tt128755,Time Tracers (1997),4.5,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjhkMzQ0YTgtNjA0Mi00NDgwLTg5M2ItNGUwMjFmOWY0ZjUwXkEyXkFqcGdeQXVyMTY1ODc1MjE@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1661
1661,120338,http://www.imdb.com/title/tt120338,Titanic (1997),7.7,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDdmZGU3NDQtY2E5My00ZTliLWIzOTUtMTY4ZGI1YjdiNjk3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1662
1662,120347,http://www.imdb.com/title/tt120347,Tomorrow Never Dies (1997),6.5,Action|Adventure|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1MTk2ODQxNV5BMl5BanBnXkFtZTcwOTY5MDg0NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1663
1663,117994,http://www.imdb.com/title/tt117994,Twisted (1996),4.6,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzMjM1NzkyN15BMl5BanBnXkFtZTcwMDYzNjEzMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg",tt1664
1664,118230,http://www.imdb.com/title/tt118230,Full Speed (1996),6.4,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NDI0NTgwOF5BMl5BanBnXkFtZTcwNDA2ODAzMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",tt1665
1665,119052,http://www.imdb.com/title/tt119052,The Education of Little Tree (1997),7.2,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0MDE3NzcyOF5BMl5BanBnXkFtZTcwNDc5ODUyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",tt1666
1666,119925,http://www.imdb.com/title/tt119925,The Postman (1997),6.0,Action|Adventure|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTAyYTFmYmUtNTFhZS00NGQxLWI0OGEtZDM2NDk1OGE4YzFmL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1667
1667,119314,http://www.imdb.com/title/tt119314,The Horse Whisperer (1998),6.6,Drama|Romance|Western,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzNDM0OTc2N15BMl5BanBnXkFtZTYwOTYzMjg4._V1_UY268_CR3,0,182,268_AL_.jpg",tt1668
1668,120521,http://www.imdb.com/title/tt120521,The Winter Guest (1997),7.1,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzgzMTY5ODY3M15BMl5BanBnXkFtZTcwNjM1MDEzMQ@@._V1_UY268_CR12,0,182,268_AL_.jpg",tt1669
1669,119396,http://www.imdb.com/title/tt119396,Jackie Brown (1997),7.5,Crime|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BNmY5ODRmYTItNWU0Ni00MWE3LTgyYzUtYjZlN2Q5YTcyM2NmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY268_CR0,0,182,268_AL_.jpg",tt1670
1670,119485,http://www.imdb.com/title/tt119485,Kundun (1997),7.0,Biography|Drama|History,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2NjM1MTI2Nl5BMl5BanBnXkFtZTgwMjA2MjgxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1671
1671,119718,http://www.imdb.com/title/tt119718,Mr. Magoo (1997),3.9,Adventure|Comedy|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BODFiOWY2OTctMzBlNi00MjhhLTg4MWQtMTI5YTUzZTI2N2E1XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1672
1672,118715,http://www.imdb.com/title/tt118715,The Big Lebowski (1998),8.2,Comedy|Crime|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTFjMjBiYzItNzU5YS00MjdiLWJkOTktNDQ3MTE3ZjY2YTY5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1673
1673,118566,http://www.imdb.com/title/tt118566,Afterglow (1997),6.1,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjVlYjYzNzktYjA4Ny00ZTk2LTlmNTUtYTI5OTZkOTE2YzU4XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UY268_CR1,0,182,268_AL_.jpg",tt1674
1674,119590,http://www.imdb.com/title/tt119590,Ma Vie en Rose (1997),7.6,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3ODY1MTkxN15BMl5BanBnXkFtZTYwNjQwMjI5._V1_UY268_CR3,0,182,268_AL_.jpg",tt1675
1675,119223,http://www.imdb.com/title/tt119223,Great Expectations (1998),6.8,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0NzI4MTg3NF5BMl5BanBnXkFtZTcwOTM1NDAyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",tt1676
1677,118539,http://www.imdb.com/title/tt118539,3 Ninjas: High Noon at Mega Mountain (1998),2.8,Action|Adventure|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzMjQxNTc5N15BMl5BanBnXkFtZTcwMTUwMzAzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",tt1678
1678,119655,http://www.imdb.com/title/tt119655,Men of Means (1998),6.1,Action|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BODlkM2RlZjgtY2Q2Yi00MzA0LWIyZWYtMDYxMTdmODQ0ZWRkXkEyXkFqcGdeQXVyMjAyOTg5Njg@._V1_UY268_CR12,0,182,268_AL_.jpg",tt1679
1679,119988,http://www.imdb.com/title/tt119988,Caught Up (1998),5.4,Crime|Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTk1MjIzMzExNl5BMl5BanBnXkFtZTcwMjc0OTgyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1680
1680,129758,http://www.imdb.com/title/tt129758,Arguing the World (1998),7.0,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxNTU4MTI1OF5BMl5BanBnXkFtZTcwOTI5NDA0MQ@@._V1_UY268_CR10,0,182,268_AL_.jpg",tt1681
1682,120820,http://www.imdb.com/title/tt120820,Senseless (1998),6.0,Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTMzY2YzYTEtNWNmMi00Yzk4LTkwZWItYmM0MDY4ZTkzYzhjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY268_CR3,0,182,268_AL_.jpg",tt1683
1683,120885,http://www.imdb.com/title/tt120885,Wag the Dog (1997),7.1,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0NTEyNzEwMF5BMl5BanBnXkFtZTgwNjcwNTcxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1684
1684,118929,http://www.imdb.com/title/tt118929,Dark City (1998),7.7,Mystery|Sci-Fi|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGExOGExM2UtNWM5ZS00OWEzLTllNzYtM2NlMTJlYjBlZTJkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1685
1686,120478,http://www.imdb.com/title/tt120478,Star Kid (1997),5.4,Adventure|Sci-Fi|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzODI4ODQ2OF5BMl5BanBnXkFtZTcwMzAzNDUxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",tt1687
1688,120693,http://www.imdb.com/title/tt120693,Half Baked (1998),6.7,Comedy|Crime,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTExZTljMDYtODQ3My00MWFhLWJmMTMtOGUwMzNmN2FiZGVhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1689
1689,119099,http://www.imdb.com/title/tt119099,Fallen (1998),7.0,Action|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2Q1OGI4ZGQtMzc3OS00YzIyLThhNWQtYWUxODc3NzU0YWQ4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1690
1690,120122,http://www.imdb.com/title/tt120122,Shooting Fish (1997),6.6,Comedy|Crime|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0MjY5MTE2OF5BMl5BanBnXkFtZTcwNjk4NjUyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",tt1691
1691,118643,http://www.imdb.com/title/tt118643,The Prophecy II (1998),5.8,Fantasy|Horror|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTJlYjQyM2UtMjZhYy00ZDBkLTk5ZGItN2E3MjI2NjJhODM5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1692
1692,112913,http://www.imdb.com/title/tt112913,Fallen Angels (1995),7.7,Crime|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDEwYmQ3ZWItYWU0NS00OWE5LWJhZDEtYTk2MDYyZDI3NWU5XkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_UY268_CR4,0,182,268_AL_.jpg",tt1693
1693,119815,http://www.imdb.com/title/tt119815,Four Days in September (1997),7.4,Action|Drama|History,"https://images-na.ssl-images-amazon.com/images/M/MV5BNWYxNWFjNjgtYzM1OS00NDllLWEyN2EtNTBiZGRiOTA5MWYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1694
1694,120185,http://www.imdb.com/title/tt120185,Spice World (1997),3.4,Comedy|Family|Music,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2NmYTlmMGMtMjg1Zi00NmM4LTk4ODEtOWM5MTQxMDRiMDAxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg",tt1695
1695,118956,http://www.imdb.com/title/tt118956,Deep Rising (1998),6.0,Action|Adventure|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWU3NTFjYjgtNmZhNi00YTU0LTg4YWQtZTI0YmVmYmExZjM2XkEyXkFqcGdeQXVyNDQwMTQ5ODk@._V1_UX182_CR0,0,182,268_AL_.jpg",tt1696
1696,128690,http://www.imdb.com/title/tt128690,Tainted (1998),5.2,Comedy|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3ODk4MzM2MF5BMl5BanBnXkFtZTgwMzE4MDU1NjE@._V1_UY268_CR9,0,182,268_AL_.jpg",tt1697
1697,119521,http://www.imdb.com/title/tt119521,A Letter from Death Row (1998),4.1,Crime|Drama|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTAwNjk2MTUzNTReQTJeQWpwZ15BbWU3MDAwNzMxNDE@._V1_UY268_CR1,0,182,268_AL_.jpg",tt1698
1698,119734,http://www.imdb.com/title/tt119734,Music from Another Room (1998),6.5,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwNjc1NTYxNl5BMl5BanBnXkFtZTcwNTQ5MjYxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",tt1699
